,Date Created,Tweet Count,News Source,Tweet Text,Compound Score,Positive Score,Negative Score,Neutral Score
759,Sat Jan 06 21:00:06 +0000 2018,60,CNN,President Trump says he's open to talking with North Korean leader Kim Jong Un https://t.co/22PUjttm7e https://t.co/iAoJgvsKS6,0.0,0.0,0.0,1.0
760,Sun Jan 07 04:32:43 +0000 2018,61,CNN,"It takes 300 people, 12,000 parts and a year to make a single Steinway &amp; Sons piano. Here’s how the pianos are made… https://t.co/F9wPh0n4wl",0.0,0.0,0.0,1.0
761,Sun Jan 07 04:00:19 +0000 2018,62,CNN,President Trump is expected to attend the college football national championship https://t.co/FcbSkjDIPR https://t.co/d9X99hW2IB,0.4404,0.195,0.0,0.805
762,Sun Jan 07 03:31:09 +0000 2018,63,CNN,Ripple's recent price spike has made it the second most valuable cryptocurrency after bitcoin. Here's how it works… https://t.co/iap2wkrr8d,0.5256,0.159,0.0,0.841
763,Sun Jan 07 03:00:21 +0000 2018,64,CNN,"Democratic mega-donor and billionaire environmentalist Tom Steyer has purchased a copy of ""Fire and Fury"" for every… https://t.co/WuZurYb7fs",-0.7269,0.0,0.289,0.711
764,Sun Jan 07 02:32:08 +0000 2018,65,CNN,This is what subzero temperature looks like https://t.co/BT8H3eMVq8 https://t.co/F0Mm0KY4DN,0.3612,0.238,0.0,0.762
765,Sun Jan 07 02:00:23 +0000 2018,66,CNN,"Former White House chief strategist Steve Bannon was going to attack ""Fire and Fury"" author Michael Wolff over quot… https://t.co/6CfJROgVYy",-0.8481,0.0,0.351,0.649
766,Sun Jan 07 01:30:20 +0000 2018,67,CNN,Taco Bell is planning to roll out $1 nacho fries — with a side of cheese sauce https://t.co/0aketnp0VB https://t.co/7xfnNYoyL2,0.0,0.0,0.0,1.0
767,Sun Jan 07 01:01:10 +0000 2018,68,CNN,Part of the Nashville skyline disappears as the former Centennial Tower and LifeWay building falls in a scheduled i… https://t.co/DgOnxzSkZw,-0.34,0.0,0.118,0.882
768,Sun Jan 07 00:31:05 +0000 2018,69,CNN,This is why we just can't quit Hillary Clinton https://t.co/NZ0o4xutSR (via @CNNOpinion) https://t.co/UrI8LlNCNS,0.0,0.0,0.0,1.0
769,Sun Jan 07 00:00:12 +0000 2018,70,CNN,More White House officials were involved in an effort to pressure Attorney General Jeff Sessions to not recuse hims… https://t.co/MtxjFAQ0Ae,-0.296,0.0,0.104,0.896
770,Sat Jan 06 23:30:25 +0000 2018,71,CNN,"Eating fish improves kids' IQ scores and sleep, a new study says https://t.co/8iB0etPZON https://t.co/nBUp2rXM6K",0.4215,0.189,0.0,0.811
771,Sat Jan 06 23:00:06 +0000 2018,72,CNN,Ex-astronaut John Young has died at age 87. He walked on the moon and commanded the first space shuttle flight.… https://t.co/OYAKxSLNnx,-0.5574,0.0,0.153,0.847
772,Sat Jan 06 22:45:04 +0000 2018,73,CNN,Should Democrats shake President Trump's hand and make this deal? https://t.co/O7Gv0CGthy (via @CNNOpinion) https://t.co/QtUP7mHJZ2,0.3612,0.189,0.101,0.71
773,Sat Jan 06 22:30:15 +0000 2018,74,CNN,Judge allows lawsuit against CBS by brother of JonBenét Ramsey to proceed https://t.co/5WW0Y8iYYC https://t.co/bzlx9IbKhd,-0.2263,0.0,0.128,0.872
774,Sat Jan 06 22:17:22 +0000 2018,75,CNN,Former Republican congressman Ron Paul blasts Attorney General Jeff Sessions' decision to rescind the Obama-era pol… https://t.co/sQeKBD9sS3,0.0,0.0,0.0,1.0
775,Sat Jan 06 22:00:11 +0000 2018,76,CNN,"Tech executive raises $100,000 for Roy Moore accuser after a fire destroyed her home this week… https://t.co/X2bOSMJHez",-0.6808,0.0,0.286,0.714
776,Sat Jan 06 21:45:06 +0000 2018,77,CNN,A perennial southern powerhouse playing another perennial southern powerhouse in a stadium that looks like a cavern… https://t.co/dB9vHbth9h,0.5106,0.249,0.0,0.751
777,Sat Jan 06 21:30:06 +0000 2018,78,CNN,President Trump defends his sanity amid questions about his mental state https://t.co/uXcq1rnZA7 https://t.co/TDZruiLoNn,0.0,0.0,0.0,1.0
778,Sat Jan 06 21:15:08 +0000 2018,79,CNN,These are 6 tech trends to watch at this year's International Consumer Electronics Show https://t.co/L1ikeGeajG https://t.co/kdax92hIKU,0.0,0.0,0.0,1.0
779,Sat Jan 06 21:00:06 +0000 2018,80,CNN,President Trump says he's open to talking with North Korean leader Kim Jong Un https://t.co/22PUjttm7e https://t.co/iAoJgvsKS6,0.0,0.0,0.0,1.0
780,Sun Jan 07 04:32:43 +0000 2018,81,CNN,"It takes 300 people, 12,000 parts and a year to make a single Steinway &amp; Sons piano. Here’s how the pianos are made… https://t.co/F9wPh0n4wl",0.0,0.0,0.0,1.0
781,Sun Jan 07 04:00:19 +0000 2018,82,CNN,President Trump is expected to attend the college football national championship https://t.co/FcbSkjDIPR https://t.co/d9X99hW2IB,0.4404,0.195,0.0,0.805
782,Sun Jan 07 03:31:09 +0000 2018,83,CNN,Ripple's recent price spike has made it the second most valuable cryptocurrency after bitcoin. Here's how it works… https://t.co/iap2wkrr8d,0.5256,0.159,0.0,0.841
783,Sun Jan 07 03:00:21 +0000 2018,84,CNN,"Democratic mega-donor and billionaire environmentalist Tom Steyer has purchased a copy of ""Fire and Fury"" for every… https://t.co/WuZurYb7fs",-0.7269,0.0,0.289,0.711
784,Sun Jan 07 02:32:08 +0000 2018,85,CNN,This is what subzero temperature looks like https://t.co/BT8H3eMVq8 https://t.co/F0Mm0KY4DN,0.3612,0.238,0.0,0.762
785,Sun Jan 07 02:00:23 +0000 2018,86,CNN,"Former White House chief strategist Steve Bannon was going to attack ""Fire and Fury"" author Michael Wolff over quot… https://t.co/6CfJROgVYy",-0.8481,0.0,0.351,0.649
786,Sun Jan 07 01:30:20 +0000 2018,87,CNN,Taco Bell is planning to roll out $1 nacho fries — with a side of cheese sauce https://t.co/0aketnp0VB https://t.co/7xfnNYoyL2,0.0,0.0,0.0,1.0
787,Sun Jan 07 01:01:10 +0000 2018,88,CNN,Part of the Nashville skyline disappears as the former Centennial Tower and LifeWay building falls in a scheduled i… https://t.co/DgOnxzSkZw,-0.34,0.0,0.118,0.882
788,Sun Jan 07 00:31:05 +0000 2018,89,CNN,This is why we just can't quit Hillary Clinton https://t.co/NZ0o4xutSR (via @CNNOpinion) https://t.co/UrI8LlNCNS,0.0,0.0,0.0,1.0
789,Sun Jan 07 00:00:12 +0000 2018,90,CNN,More White House officials were involved in an effort to pressure Attorney General Jeff Sessions to not recuse hims… https://t.co/MtxjFAQ0Ae,-0.296,0.0,0.104,0.896
790,Sat Jan 06 23:30:25 +0000 2018,91,CNN,"Eating fish improves kids' IQ scores and sleep, a new study says https://t.co/8iB0etPZON https://t.co/nBUp2rXM6K",0.4215,0.189,0.0,0.811
791,Sat Jan 06 23:00:06 +0000 2018,92,CNN,Ex-astronaut John Young has died at age 87. He walked on the moon and commanded the first space shuttle flight.… https://t.co/OYAKxSLNnx,-0.5574,0.0,0.153,0.847
792,Sat Jan 06 22:45:04 +0000 2018,93,CNN,Should Democrats shake President Trump's hand and make this deal? https://t.co/O7Gv0CGthy (via @CNNOpinion) https://t.co/QtUP7mHJZ2,0.3612,0.189,0.101,0.71
793,Sat Jan 06 22:30:15 +0000 2018,94,CNN,Judge allows lawsuit against CBS by brother of JonBenét Ramsey to proceed https://t.co/5WW0Y8iYYC https://t.co/bzlx9IbKhd,-0.2263,0.0,0.128,0.872
794,Sat Jan 06 22:17:22 +0000 2018,95,CNN,Former Republican congressman Ron Paul blasts Attorney General Jeff Sessions' decision to rescind the Obama-era pol… https://t.co/sQeKBD9sS3,0.0,0.0,0.0,1.0
795,Sat Jan 06 22:00:11 +0000 2018,96,CNN,"Tech executive raises $100,000 for Roy Moore accuser after a fire destroyed her home this week… https://t.co/X2bOSMJHez",-0.6808,0.0,0.286,0.714
796,Sat Jan 06 21:45:06 +0000 2018,97,CNN,A perennial southern powerhouse playing another perennial southern powerhouse in a stadium that looks like a cavern… https://t.co/dB9vHbth9h,0.5106,0.249,0.0,0.751
797,Sat Jan 06 21:30:06 +0000 2018,98,CNN,President Trump defends his sanity amid questions about his mental state https://t.co/uXcq1rnZA7 https://t.co/TDZruiLoNn,0.0,0.0,0.0,1.0
798,Sat Jan 06 21:15:08 +0000 2018,99,CNN,These are 6 tech trends to watch at this year's International Consumer Electronics Show https://t.co/L1ikeGeajG https://t.co/kdax92hIKU,0.0,0.0,0.0,1.0
799,Sat Jan 06 21:00:06 +0000 2018,100,CNN,President Trump says he's open to talking with North Korean leader Kim Jong Un https://t.co/22PUjttm7e https://t.co/iAoJgvsKS6,0.0,0.0,0.0,1.0
800,Sun Jan 07 04:25:02 +0000 2018,1,Fox News,".@POTUS: ""The wall's going to happen or we're not going to have DACA."" https://t.co/jo9DM3thj8 https://t.co/kBdLaCfQNk",0.0,0.0,0.0,1.0
801,Sun Jan 07 04:15:06 +0000 2018,2,Fox News,".@POTUS: ""[Michael Wolff] didn't interview me. It's in his imagination."" https://t.co/tCsh53Hebk https://t.co/fof94OcPw0",0.0,0.0,0.0,1.0
802,Sun Jan 07 04:00:02 +0000 2018,3,Fox News,".@SebGorka: ""One thing I can assure you is that wall will be built."" https://t.co/WKnu6O4gZT",0.34,0.167,0.0,0.833
803,Sun Jan 07 03:55:00 +0000 2018,4,Fox News,Trump backs Sen. Paul's plan to fund infrastructure projects with suspended aid to Pakistan https://t.co/4raLtlQ8IN,-0.5106,0.0,0.249,0.751
804,Sun Jan 07 03:48:02 +0000 2018,5,Fox News,"This morning, President @realDonaldTrump celebrated the economic numbers for African Americans.… https://t.co/w0ZFeExNKT",0.5719,0.252,0.0,0.748
805,Sun Jan 07 03:42:52 +0000 2018,6,Fox News,'Schumer's From New York': Trump Says Dems Will Help With Immigration Reform After NYC Attacks https://t.co/XOId1yF5G5,-0.0516,0.138,0.148,0.714
806,Sun Jan 07 03:36:06 +0000 2018,7,Fox News,".@AriFleischer on Clinton Foundation probe: ""This investigation is not a sham, it's a leftover. A leftover from the… https://t.co/W1wZBGzIlF",0.0,0.0,0.0,1.0
807,Sun Jan 07 03:29:11 +0000 2018,8,Fox News,"New Philadelphia DA shakes up office, firing 31 on 4th day in job https://t.co/NxNoRHC054",-0.34,0.0,0.156,0.844
808,Sun Jan 07 03:19:11 +0000 2018,9,Fox News,Oakland Raiders officially announce Jon Gruden hired as head coach https://t.co/bt30S69oMw,0.0,0.0,0.0,1.0
809,Sun Jan 07 03:09:33 +0000 2018,10,Fox News,"Col. David Hunt on Iran protests: ""What we ultimately want is an overthrow of a very powerful regime. I don't think… https://t.co/4FywYoHVSA",0.3597,0.189,0.082,0.73
810,Sun Jan 07 02:54:41 +0000 2018,11,Fox News,"David Goodfriend on @POTUS and the media: ""The people who voted for President Trump I think recognize that he's the… https://t.co/fRr8I3mQIj",0.0,0.0,0.0,1.0
811,Sun Jan 07 02:51:28 +0000 2018,12,Fox News,".@SebGorka on new Clinton probe: ""We saw FBI agents destroy Clinton's laptops. That's corruption."" @JudgeJeanine https://t.co/wAVctxoQUB",-0.5423,0.0,0.189,0.811
812,Sun Jan 07 02:47:41 +0000 2018,13,Fox News,".@SebGorka on new Clinton probe: ""This has to be investigated preferably by FBI agents from field offices that have… https://t.co/lO9m5462IW",0.0,0.0,0.0,1.0
813,Sun Jan 07 02:38:46 +0000 2018,14,Fox News,".@Jim_Jordan on Clinton probe: ""Until this week, we hadn't seen much difference between this attorney general and t… https://t.co/A4OpogQjxs",0.0,0.0,0.0,1.0
814,Sun Jan 07 02:33:26 +0000 2018,15,Fox News,".@RepMarkMeadows on new Clinton probe: ""If the attorney general is willing to be transparent, we'll applaud him...… https://t.co/rssE7rBRjb",0.4588,0.15,0.0,0.85
815,Sun Jan 07 02:25:19 +0000 2018,16,Fox News,".@JudgeJeanine: ""And for all those naysayers who say this is nothing more than a deflection from the Mueller invest… https://t.co/B5onJn0Sr3",0.0,0.0,0.0,1.0
816,Sun Jan 07 02:08:00 +0000 2018,17,Fox News,'You've Departed Science': @TuckerCarlson Battles Activist Over 'Bomb Cyclone' and Global Warming https://t.co/DEjYWyHdEq,-0.6369,0.092,0.333,0.575
817,Sun Jan 07 02:06:06 +0000 2018,18,Fox News,"SUNDAY: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p ET… https://t.co/ZyI97lQ1wE",0.7096,0.258,0.0,0.742
818,Sun Jan 07 02:01:24 +0000 2018,19,Fox News,OPINION: Why political risks may dampen world economies in 2018  https://t.co/CXwsjQtnca,-0.2732,0.0,0.174,0.826
819,Sun Jan 07 01:52:33 +0000 2018,20,Fox News,".@ScottBaio on @POTUS: ""I'm from Brooklyn, President @realDonaldTrump is from Queens. This is what we do, we mess w… https://t.co/aAHhOl2pyY",-0.3612,0.0,0.116,0.884
820,Sun Jan 07 04:25:02 +0000 2018,21,Fox News,".@POTUS: ""The wall's going to happen or we're not going to have DACA."" https://t.co/jo9DM3thj8 https://t.co/kBdLaCfQNk",0.0,0.0,0.0,1.0
821,Sun Jan 07 04:15:06 +0000 2018,22,Fox News,".@POTUS: ""[Michael Wolff] didn't interview me. It's in his imagination."" https://t.co/tCsh53Hebk https://t.co/fof94OcPw0",0.0,0.0,0.0,1.0
822,Sun Jan 07 04:00:02 +0000 2018,23,Fox News,".@SebGorka: ""One thing I can assure you is that wall will be built."" https://t.co/WKnu6O4gZT",0.34,0.167,0.0,0.833
823,Sun Jan 07 03:55:00 +0000 2018,24,Fox News,Trump backs Sen. Paul's plan to fund infrastructure projects with suspended aid to Pakistan https://t.co/4raLtlQ8IN,-0.5106,0.0,0.249,0.751
824,Sun Jan 07 03:48:02 +0000 2018,25,Fox News,"This morning, President @realDonaldTrump celebrated the economic numbers for African Americans.… https://t.co/w0ZFeExNKT",0.5719,0.252,0.0,0.748
825,Sun Jan 07 03:42:52 +0000 2018,26,Fox News,'Schumer's From New York': Trump Says Dems Will Help With Immigration Reform After NYC Attacks https://t.co/XOId1yF5G5,-0.0516,0.138,0.148,0.714
826,Sun Jan 07 03:36:06 +0000 2018,27,Fox News,".@AriFleischer on Clinton Foundation probe: ""This investigation is not a sham, it's a leftover. A leftover from the… https://t.co/W1wZBGzIlF",0.0,0.0,0.0,1.0
827,Sun Jan 07 03:29:11 +0000 2018,28,Fox News,"New Philadelphia DA shakes up office, firing 31 on 4th day in job https://t.co/NxNoRHC054",-0.34,0.0,0.156,0.844
828,Sun Jan 07 03:19:11 +0000 2018,29,Fox News,Oakland Raiders officially announce Jon Gruden hired as head coach https://t.co/bt30S69oMw,0.0,0.0,0.0,1.0
829,Sun Jan 07 03:09:33 +0000 2018,30,Fox News,"Col. David Hunt on Iran protests: ""What we ultimately want is an overthrow of a very powerful regime. I don't think… https://t.co/4FywYoHVSA",0.3597,0.189,0.082,0.73
830,Sun Jan 07 02:54:41 +0000 2018,31,Fox News,"David Goodfriend on @POTUS and the media: ""The people who voted for President Trump I think recognize that he's the… https://t.co/fRr8I3mQIj",0.0,0.0,0.0,1.0
831,Sun Jan 07 02:51:28 +0000 2018,32,Fox News,".@SebGorka on new Clinton probe: ""We saw FBI agents destroy Clinton's laptops. That's corruption."" @JudgeJeanine https://t.co/wAVctxoQUB",-0.5423,0.0,0.189,0.811
832,Sun Jan 07 02:47:41 +0000 2018,33,Fox News,".@SebGorka on new Clinton probe: ""This has to be investigated preferably by FBI agents from field offices that have… https://t.co/lO9m5462IW",0.0,0.0,0.0,1.0
833,Sun Jan 07 02:38:46 +0000 2018,34,Fox News,".@Jim_Jordan on Clinton probe: ""Until this week, we hadn't seen much difference between this attorney general and t… https://t.co/A4OpogQjxs",0.0,0.0,0.0,1.0
834,Sun Jan 07 02:33:26 +0000 2018,35,Fox News,".@RepMarkMeadows on new Clinton probe: ""If the attorney general is willing to be transparent, we'll applaud him...… https://t.co/rssE7rBRjb",0.4588,0.15,0.0,0.85
835,Sun Jan 07 02:25:19 +0000 2018,36,Fox News,".@JudgeJeanine: ""And for all those naysayers who say this is nothing more than a deflection from the Mueller invest… https://t.co/B5onJn0Sr3",0.0,0.0,0.0,1.0
836,Sun Jan 07 02:08:00 +0000 2018,37,Fox News,'You've Departed Science': @TuckerCarlson Battles Activist Over 'Bomb Cyclone' and Global Warming https://t.co/DEjYWyHdEq,-0.6369,0.092,0.333,0.575
837,Sun Jan 07 02:06:06 +0000 2018,38,Fox News,"SUNDAY: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p ET… https://t.co/ZyI97lQ1wE",0.7096,0.258,0.0,0.742
838,Sun Jan 07 02:01:24 +0000 2018,39,Fox News,OPINION: Why political risks may dampen world economies in 2018  https://t.co/CXwsjQtnca,-0.2732,0.0,0.174,0.826
839,Sun Jan 07 01:52:33 +0000 2018,40,Fox News,".@ScottBaio on @POTUS: ""I'm from Brooklyn, President @realDonaldTrump is from Queens. This is what we do, we mess w… https://t.co/aAHhOl2pyY",-0.3612,0.0,0.116,0.884
840,Sun Jan 07 04:25:02 +0000 2018,41,Fox News,".@POTUS: ""The wall's going to happen or we're not going to have DACA."" https://t.co/jo9DM3thj8 https://t.co/kBdLaCfQNk",0.0,0.0,0.0,1.0
841,Sun Jan 07 04:15:06 +0000 2018,42,Fox News,".@POTUS: ""[Michael Wolff] didn't interview me. It's in his imagination."" https://t.co/tCsh53Hebk https://t.co/fof94OcPw0",0.0,0.0,0.0,1.0
842,Sun Jan 07 04:00:02 +0000 2018,43,Fox News,".@SebGorka: ""One thing I can assure you is that wall will be built."" https://t.co/WKnu6O4gZT",0.34,0.167,0.0,0.833
843,Sun Jan 07 03:55:00 +0000 2018,44,Fox News,Trump backs Sen. Paul's plan to fund infrastructure projects with suspended aid to Pakistan https://t.co/4raLtlQ8IN,-0.5106,0.0,0.249,0.751
844,Sun Jan 07 03:48:02 +0000 2018,45,Fox News,"This morning, President @realDonaldTrump celebrated the economic numbers for African Americans.… https://t.co/w0ZFeExNKT",0.5719,0.252,0.0,0.748
845,Sun Jan 07 03:42:52 +0000 2018,46,Fox News,'Schumer's From New York': Trump Says Dems Will Help With Immigration Reform After NYC Attacks https://t.co/XOId1yF5G5,-0.0516,0.138,0.148,0.714
846,Sun Jan 07 03:36:06 +0000 2018,47,Fox News,".@AriFleischer on Clinton Foundation probe: ""This investigation is not a sham, it's a leftover. A leftover from the… https://t.co/W1wZBGzIlF",0.0,0.0,0.0,1.0
847,Sun Jan 07 03:29:11 +0000 2018,48,Fox News,"New Philadelphia DA shakes up office, firing 31 on 4th day in job https://t.co/NxNoRHC054",-0.34,0.0,0.156,0.844
848,Sun Jan 07 03:19:11 +0000 2018,49,Fox News,Oakland Raiders officially announce Jon Gruden hired as head coach https://t.co/bt30S69oMw,0.0,0.0,0.0,1.0
849,Sun Jan 07 03:09:33 +0000 2018,50,Fox News,"Col. David Hunt on Iran protests: ""What we ultimately want is an overthrow of a very powerful regime. I don't think… https://t.co/4FywYoHVSA",0.3597,0.189,0.082,0.73
850,Sun Jan 07 02:54:41 +0000 2018,51,Fox News,"David Goodfriend on @POTUS and the media: ""The people who voted for President Trump I think recognize that he's the… https://t.co/fRr8I3mQIj",0.0,0.0,0.0,1.0
851,Sun Jan 07 02:51:28 +0000 2018,52,Fox News,".@SebGorka on new Clinton probe: ""We saw FBI agents destroy Clinton's laptops. That's corruption."" @JudgeJeanine https://t.co/wAVctxoQUB",-0.5423,0.0,0.189,0.811
852,Sun Jan 07 02:47:41 +0000 2018,53,Fox News,".@SebGorka on new Clinton probe: ""This has to be investigated preferably by FBI agents from field offices that have… https://t.co/lO9m5462IW",0.0,0.0,0.0,1.0
853,Sun Jan 07 02:38:46 +0000 2018,54,Fox News,".@Jim_Jordan on Clinton probe: ""Until this week, we hadn't seen much difference between this attorney general and t… https://t.co/A4OpogQjxs",0.0,0.0,0.0,1.0
854,Sun Jan 07 02:33:26 +0000 2018,55,Fox News,".@RepMarkMeadows on new Clinton probe: ""If the attorney general is willing to be transparent, we'll applaud him...… https://t.co/rssE7rBRjb",0.4588,0.15,0.0,0.85
855,Sun Jan 07 02:25:19 +0000 2018,56,Fox News,".@JudgeJeanine: ""And for all those naysayers who say this is nothing more than a deflection from the Mueller invest… https://t.co/B5onJn0Sr3",0.0,0.0,0.0,1.0
856,Sun Jan 07 02:08:00 +0000 2018,57,Fox News,'You've Departed Science': @TuckerCarlson Battles Activist Over 'Bomb Cyclone' and Global Warming https://t.co/DEjYWyHdEq,-0.6369,0.092,0.333,0.575
857,Sun Jan 07 02:06:06 +0000 2018,58,Fox News,"SUNDAY: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p ET… https://t.co/ZyI97lQ1wE",0.7096,0.258,0.0,0.742
858,Sun Jan 07 02:01:24 +0000 2018,59,Fox News,OPINION: Why political risks may dampen world economies in 2018  https://t.co/CXwsjQtnca,-0.2732,0.0,0.174,0.826
859,Sun Jan 07 01:52:33 +0000 2018,60,Fox News,".@ScottBaio on @POTUS: ""I'm from Brooklyn, President @realDonaldTrump is from Queens. This is what we do, we mess w… https://t.co/aAHhOl2pyY",-0.3612,0.0,0.116,0.884
860,Sun Jan 07 04:25:02 +0000 2018,61,Fox News,".@POTUS: ""The wall's going to happen or we're not going to have DACA."" https://t.co/jo9DM3thj8 https://t.co/kBdLaCfQNk",0.0,0.0,0.0,1.0
861,Sun Jan 07 04:15:06 +0000 2018,62,Fox News,".@POTUS: ""[Michael Wolff] didn't interview me. It's in his imagination."" https://t.co/tCsh53Hebk https://t.co/fof94OcPw0",0.0,0.0,0.0,1.0
862,Sun Jan 07 04:00:02 +0000 2018,63,Fox News,".@SebGorka: ""One thing I can assure you is that wall will be built."" https://t.co/WKnu6O4gZT",0.34,0.167,0.0,0.833
863,Sun Jan 07 03:55:00 +0000 2018,64,Fox News,Trump backs Sen. Paul's plan to fund infrastructure projects with suspended aid to Pakistan https://t.co/4raLtlQ8IN,-0.5106,0.0,0.249,0.751
864,Sun Jan 07 03:48:02 +0000 2018,65,Fox News,"This morning, President @realDonaldTrump celebrated the economic numbers for African Americans.… https://t.co/w0ZFeExNKT",0.5719,0.252,0.0,0.748
865,Sun Jan 07 03:42:52 +0000 2018,66,Fox News,'Schumer's From New York': Trump Says Dems Will Help With Immigration Reform After NYC Attacks https://t.co/XOId1yF5G5,-0.0516,0.138,0.148,0.714
866,Sun Jan 07 03:36:06 +0000 2018,67,Fox News,".@AriFleischer on Clinton Foundation probe: ""This investigation is not a sham, it's a leftover. A leftover from the… https://t.co/W1wZBGzIlF",0.0,0.0,0.0,1.0
867,Sun Jan 07 03:29:11 +0000 2018,68,Fox News,"New Philadelphia DA shakes up office, firing 31 on 4th day in job https://t.co/NxNoRHC054",-0.34,0.0,0.156,0.844
868,Sun Jan 07 03:19:11 +0000 2018,69,Fox News,Oakland Raiders officially announce Jon Gruden hired as head coach https://t.co/bt30S69oMw,0.0,0.0,0.0,1.0
869,Sun Jan 07 03:09:33 +0000 2018,70,Fox News,"Col. David Hunt on Iran protests: ""What we ultimately want is an overthrow of a very powerful regime. I don't think… https://t.co/4FywYoHVSA",0.3597,0.189,0.082,0.73
870,Sun Jan 07 02:54:41 +0000 2018,71,Fox News,"David Goodfriend on @POTUS and the media: ""The people who voted for President Trump I think recognize that he's the… https://t.co/fRr8I3mQIj",0.0,0.0,0.0,1.0
871,Sun Jan 07 02:51:28 +0000 2018,72,Fox News,".@SebGorka on new Clinton probe: ""We saw FBI agents destroy Clinton's laptops. That's corruption."" @JudgeJeanine https://t.co/wAVctxoQUB",-0.5423,0.0,0.189,0.811
872,Sun Jan 07 02:47:41 +0000 2018,73,Fox News,".@SebGorka on new Clinton probe: ""This has to be investigated preferably by FBI agents from field offices that have… https://t.co/lO9m5462IW",0.0,0.0,0.0,1.0
873,Sun Jan 07 02:38:46 +0000 2018,74,Fox News,".@Jim_Jordan on Clinton probe: ""Until this week, we hadn't seen much difference between this attorney general and t… https://t.co/A4OpogQjxs",0.0,0.0,0.0,1.0
874,Sun Jan 07 02:33:26 +0000 2018,75,Fox News,".@RepMarkMeadows on new Clinton probe: ""If the attorney general is willing to be transparent, we'll applaud him...… https://t.co/rssE7rBRjb",0.4588,0.15,0.0,0.85
875,Sun Jan 07 02:25:19 +0000 2018,76,Fox News,".@JudgeJeanine: ""And for all those naysayers who say this is nothing more than a deflection from the Mueller invest… https://t.co/B5onJn0Sr3",0.0,0.0,0.0,1.0
876,Sun Jan 07 02:08:00 +0000 2018,77,Fox News,'You've Departed Science': @TuckerCarlson Battles Activist Over 'Bomb Cyclone' and Global Warming https://t.co/DEjYWyHdEq,-0.6369,0.092,0.333,0.575
877,Sun Jan 07 02:06:06 +0000 2018,78,Fox News,"SUNDAY: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p ET… https://t.co/ZyI97lQ1wE",0.7096,0.258,0.0,0.742
878,Sun Jan 07 02:01:24 +0000 2018,79,Fox News,OPINION: Why political risks may dampen world economies in 2018  https://t.co/CXwsjQtnca,-0.2732,0.0,0.174,0.826
879,Sun Jan 07 01:52:33 +0000 2018,80,Fox News,".@ScottBaio on @POTUS: ""I'm from Brooklyn, President @realDonaldTrump is from Queens. This is what we do, we mess w… https://t.co/aAHhOl2pyY",-0.3612,0.0,0.116,0.884
880,Sun Jan 07 04:25:02 +0000 2018,81,Fox News,".@POTUS: ""The wall's going to happen or we're not going to have DACA."" https://t.co/jo9DM3thj8 https://t.co/kBdLaCfQNk",0.0,0.0,0.0,1.0
881,Sun Jan 07 04:15:06 +0000 2018,82,Fox News,".@POTUS: ""[Michael Wolff] didn't interview me. It's in his imagination."" https://t.co/tCsh53Hebk https://t.co/fof94OcPw0",0.0,0.0,0.0,1.0
882,Sun Jan 07 04:00:02 +0000 2018,83,Fox News,".@SebGorka: ""One thing I can assure you is that wall will be built."" https://t.co/WKnu6O4gZT",0.34,0.167,0.0,0.833
883,Sun Jan 07 03:55:00 +0000 2018,84,Fox News,Trump backs Sen. Paul's plan to fund infrastructure projects with suspended aid to Pakistan https://t.co/4raLtlQ8IN,-0.5106,0.0,0.249,0.751
884,Sun Jan 07 03:48:02 +0000 2018,85,Fox News,"This morning, President @realDonaldTrump celebrated the economic numbers for African Americans.… https://t.co/w0ZFeExNKT",0.5719,0.252,0.0,0.748
885,Sun Jan 07 03:42:52 +0000 2018,86,Fox News,'Schumer's From New York': Trump Says Dems Will Help With Immigration Reform After NYC Attacks https://t.co/XOId1yF5G5,-0.0516,0.138,0.148,0.714
886,Sun Jan 07 03:36:06 +0000 2018,87,Fox News,".@AriFleischer on Clinton Foundation probe: ""This investigation is not a sham, it's a leftover. A leftover from the… https://t.co/W1wZBGzIlF",0.0,0.0,0.0,1.0
887,Sun Jan 07 03:29:11 +0000 2018,88,Fox News,"New Philadelphia DA shakes up office, firing 31 on 4th day in job https://t.co/NxNoRHC054",-0.34,0.0,0.156,0.844
888,Sun Jan 07 03:19:11 +0000 2018,89,Fox News,Oakland Raiders officially announce Jon Gruden hired as head coach https://t.co/bt30S69oMw,0.0,0.0,0.0,1.0
889,Sun Jan 07 03:09:33 +0000 2018,90,Fox News,"Col. David Hunt on Iran protests: ""What we ultimately want is an overthrow of a very powerful regime. I don't think… https://t.co/4FywYoHVSA",0.3597,0.189,0.082,0.73
890,Sun Jan 07 02:54:41 +0000 2018,91,Fox News,"David Goodfriend on @POTUS and the media: ""The people who voted for President Trump I think recognize that he's the… https://t.co/fRr8I3mQIj",0.0,0.0,0.0,1.0
